"ir","length","jdate","impound","area","round","region","year","int","short","tall","pe","pcgrass","up","bg","water","wood","other","crop","averagewater","waterp","woodp","dead","scale_int","scale_short","scale_tall","scale_up","scale_bg","scale_water","scale_wood","scale_other","scale_crop","scale_central","scale_north","scale_east","scale_south","scale_west","scale_averagewater"
"dc14_2","2","261","dc14","dcca",2,"se",2012,0.0275,28.5,0,NA,NA,54.5,12.5,4.5,0,0,0,0,0.25,0,NA,-0.324559704663923,-0.278260106724855,-0.923024269472271,1.97224289019551,0.613019238616724,-0.31575050513026,-0.407667863483631,-0.565021951889829,-0.30664391697793,-0.918342868631807,-0.880352850724471,-0.900358228088198,-0.886981068266186,-0.879694947538296,-0.937007663613963
"dc15_2","2","261","dc15","dcca",2,"se",2012,0.07,20.4,55.4,NA,NA,2,2,15,1.2,4,0,6.3,0.6,0.4,NA,0.264300186969838,-0.52903377758659,0.950274150817969,-0.417346339415347,-0.275742822790083,0.518034384518672,-0.25846217247311,-0.0709163570673165,-0.30664391697793,-0.593584691819328,-0.537231312362836,-0.900358228088198,-0.162411657850799,0.0957098360703666,-0.434554973219894
"dc18_2","3","261","dc18","dcca",2,"se",2012,0.0273913043478261,21.7391304347826,25.5652173913043,NA,NA,12.0434782608696,19.3478260869565,4.04347826086957,0.739130434782609,2.34782608695652,14.1739130434783,2.49130434782609,0.347826086956522,0.0869565217391304,NA,-0.326065740192398,-0.487574684389911,-0.0585607071345996,0.0397924697276001,1.19264666996899,-0.352002022071518,-0.315765807426426,-0.275003450580963,1.47275581885317,-0.639388337117377,-0.744430308958026,-0.681266220051917,-0.731073275874233,-0.717828903129291,-0.738315191843224
"dc18_3","2.1","281","dc18","dcca",3,"se",2012,0.0675,20.75,25.5,NA,NA,14.5833333333333,25.9166666666667,5.5,1.25,1.25,5.25,11.725,0.75,0.166666666666667,NA,0.229661369814911,-0.518197878228367,-0.0607659713242365,0.155396475935827,1.74865965041431,-0.236342420401791,-0.252245268681005,-0.410613953507794,0.352443561861351,0.0486708082590098,-0.105152338129666,0.0285697554797719,-0.018237132308962,0.0386250777421243,-0.00188737871389039
"dc20_2","2","261","dc20","dcca",2,"se",2012,0.075,0,32.5,NA,NA,31.25,23.75,2.5,0,0,10,3.4,0.5,0,NA,0.333577821279692,-1.16061191160874,0.175932385030126,0.913996231367847,1.56526430440973,-0.4745666745872,-0.407667863483631,-0.565021951889829,0.9487608046207,-0.858935885068549,-0.765979004603926,0.187632766364698,-0.850013241204176,-0.879694947538296,-0.665842719591767
"dc20_3","4.2","281","dc20","dcca",3,"se",2012,0.098,13.6666666666667,20.0666666666667,NA,NA,35,16,10.9333333333333,4.33333333333333,0,0,4.62,0.933333333333333,0.4,NA,0.652254939105021,-0.737495841430502,-0.244488981256432,1.08468117634005,0.90927325908566,0.195108173289562,0.131130465165473,-0.565021951889829,-0.30664391697793,-0.733521141990559,-0.356774799594865,-0.449891781262087,-0.610954626203181,-0.562005857711556,-0.568542357324979
"kt2_2","5.3","256","kt2","bkca",2,"ne",2012,0.052,44.7777777777778,9.88888888888889,NA,NA,17.5111111111111,5.22222222222222,10.3777777777778,0,4.88888888888889,7.55555555555556,7.43333333333333,0.422222222222222,0,NA,0.0149007034543625,0.225695212633776,-0.58864087716214,0.288657166306719,-0.00300102616788843,0.150992570662634,-0.407667863483631,0.0388848862265751,0.64188409489659,-0.330433757220598,-0.304247551746911,-0.309916331683351,-0.354644358573249,-0.33945803176522,-0.344166658545829
"kt2_3","5.3","256","kt2","bkca",3,"ne",2012,0.102424242424242,41.9242424242424,27.6666666666667,NA,NA,11.4393939393939,3.15151515151515,12.4848484848485,0,1.56060606060606,1.77272727272727,23.1939393939394,0.893939393939394,0,NA,0.713555148857983,0.137350578616517,0.0124978056425899,0.0122969766156965,-0.178273967570866,0.318311019898581,-0.407667863483631,-0.372245905424985,-0.0840948981490816,0.898070659105396,0.739365656962439,0.796699495316798,1.00397929781479,0.906742104097509,0.912810947389502
"kt6_2","5.5","255","kt6","bkca",2,"ne",2012,0.0919354838709677,38.4193548387097,4.48387096774194,NA,NA,24,13.258064516129,8.61290322580645,0,4.2258064516129,7,8.99032258064516,0.870967741935484,0,NA,0.56822787297436,0.0288402667916068,-0.771406428305191,0.584005337754918,0.677184855953314,0.0108472627045749,-0.407667863483631,-0.0430232992950779,0.572139388141111,-0.164576840624873,-0.122779848463657,-0.247686776973274,-0.191747417390329,-0.317654269467803,-0.219989922636866
"kt6_3","5.5","256","kt6","bkca",3,"ne",2012,0.0869444444444444,35,11.8888888888889,NA,NA,14.6944444444444,12.3611111111111,14.8888888888889,0,4.63888888888889,6.52777777777778,12.4805555555556,0.694444444444444,0,NA,0.49907439213101,-0.0770219757864256,-0.521012775346608,0.160453807638708,0.601263126693354,0.509211263993287,-0.407667863483631,0.0080032865501681,0.512856387398954,-0.0184370805809672,-0.0352572099448884,-0.0149074674954413,0.191247221042425,0.146176071693885,0.0583714977354865
"m10_1","3.7","266","m10","slnwr",1,"nc",2012,0.0167857142857143,48.5,0.464285714285714,NA,NA,40.3571428571429,0,1.35714285714286,5,0,4.32142857142857,8.63571428571429,0.214285714285714,0.857142857142857,NA,-0.473011778185039,0.340934142316466,-0.907324888693666,1.32851681201463,-0.445030834486618,-0.565318771419737,0.214022515726874,-0.565021951889829,0.235870266284335,0.0293399644011242,-0.488213949739745,-0.18048448739756,-0.588597892694252,0.0590124914307823,-0.248271492767671
"m10_2","3.7","253","m10","slnwr",2,"nc",2012,0.0167857142857143,48.5,0.464285714285714,NA,NA,40.3571428571429,0,1.35714285714286,5,0,4.32142857142857,8.63571428571429,0.214285714285714,0.857142857142857,NA,-0.473011778185039,0.340934142316466,-0.907324888693666,1.32851681201463,-0.445030834486618,-0.565318771419737,0.214022515726874,-0.565021951889829,0.235870266284335,0.0293399644011242,-0.488213949739745,-0.18048448739756,-0.588597892694252,0.0590124914307823,-0.248271492767671
"m10_3","3.7","270","m10","slnwr",3,"nc",2012,0.0233333333333333,41.1666666666667,31.9166666666667,NA,NA,10.875,1.66666666666667,2.45833333333333,6.33333333333333,5.25,0.333333333333333,7.9625,0.583333333333333,0.708333333333333,NA,-0.382291066588802,0.113896251001315,0.156207522000596,-0.0133919696477969,-0.303957491406172,-0.47787534478422,0.379806616849676,0.0834916413147186,-0.264797092924642,-0.217010423787785,0.183959328452823,-0.303871937269724,-0.706762911338889,-0.377100879648336,-0.301963291032571
"m11_2","3.7","253","m11","slnwr",2,"nc",2012,0.053448275862069,90.7586206896552,0.103448275862069,NA,NA,0,0,4.86206896551724,0,4.13793103448276,0.137931034482759,12.9172413793103,0.96551724137931,0,NA,0.0349673285648031,1.64924888748912,-0.919526264205951,-0.50837831006719,-0.445030834486618,-0.286999302038918,-0.407667863483631,-0.0538782331079195,-0.289327989783466,0.0758705574383561,0.130606777628392,0.0118955639939037,0.0754571880033725,0.148600961477944,0.0931991115454141
"m4_1","4.6","266","m4","slnwr",1,"nc",2012,0.0733333333333333,50,0,NA,NA,16.6666666666667,5,15,3.33333333333333,10,0,22.0666666666667,1,0.333333333333333,NA,0.310485276509741,0.387373710994566,-0.923024269472271,0.25022144536483,-0.0218108052452812,0.518034384518672,0.00679238932337245,0.670242035166452,-0.30664391697793,0.877068190168891,0.898795866706229,0.932047657306154,1.08463637504099,0.137902918312981,0.822905992686956
"m4_2","4.6","253","m4","slnwr",2,"nc",2012,0.0733333333333333,50,0,NA,NA,16.6666666666667,5,15,3.33333333333333,10,0,22.0666666666667,1,0.333333333333333,NA,0.310485276509741,0.387373710994566,-0.923024269472271,0.25022144536483,-0.0218108052452812,0.518034384518672,0.00679238932337245,0.670242035166452,-0.30664391697793,0.877068190168891,0.898795866706229,0.932047657306154,1.08463637504099,0.137902918312981,0.822905992686956
"m4_3","4.6","270","m4","slnwr",3,"nc",2012,0.0578571428571429,48,33.7619047619048,NA,NA,0,0,10.452380952381,2.07142857142857,5.71428571428571,0,22.5785714285714,0.571428571428571,0.333333333333333,NA,0.0960545036459061,0.325454286090433,0.218602496889926,-0.50837831006719,-0.445030834486618,0.156916665872536,-0.15011042066785,0.140843183570903,-0.30664391697793,0.868581478231282,0.819823449146805,0.798434728162815,0.86458978538617,0.765480696207322,0.863732647424191
"m5_1","4.1","266","m5","slnwr",1,"nc",2012,0.000952380952380952,54.8095238095238,35.3571428571429,NA,NA,0.547619047619048,0,0,2.61904761904762,6.66666666666667,0,19.3,0,0.261904761904762,NA,-0.692390953499578,0.536275185168788,0.272543959052315,-0.483452889531566,-0.445030834486618,-0.673086886408374,-0.082020521992414,0.258487372814358,-0.30664391697793,0.648869935846533,0.857040335582855,0.45940328210523,0.486109651179882,0.426872347117437,0.602252165688502
"m5_2","4.2","253","m5","slnwr",2,"nc",2012,0.000952380952380952,54.8095238095238,35.3571428571429,NA,NA,0.547619047619048,0,0,2.61904761904762,6.66666666666667,0,19.3,0,0.261904761904762,NA,-0.692390953499578,0.536275185168788,0.272543959052315,-0.483452889531566,-0.445030834486618,-0.673086886408374,-0.082020521992414,0.258487372814358,-0.30664391697793,0.648869935846533,0.857040335582855,0.45940328210523,0.486109651179882,0.426872347117437,0.602252165688502
"m5_3","4.1","270","m5","slnwr",3,"nc",2012,0.0197979797979798,79.2020202020202,3.84848484848485,NA,NA,0.898989898989899,0,5.14141414141414,0.606060606060606,10.3030303030303,0,10.5656565656566,0.272727272727273,0.0909090909090909,NA,-0.431275252464456,1.29145985946854,-0.792891406887838,-0.467459899016614,-0.445030834486618,-0.264817036642808,-0.332311453882358,0.707674277198461,-0.30664391697793,-0.129450130673925,-0.0878229675053409,-0.0998374751255141,-0.0677142745889242,-0.0674217065040176,-0.0943501132657251
"os21_3","5","278","os21","osca",3,"se",2012,0.108148148148148,21.2962962962963,57.7037037037037,NA,NA,4.07407407407407,7.11111111111111,8.85185185185185,0.962962962962963,0,0,3.14814814814815,0.777777777777778,0.185185185185185,NA,0.792862878370948,-0.501284701981405,1.02817170513142,-0.322942814294918,0.15688209598995,0.0298217154473394,-0.287934901561608,-0.565021951889829,-0.30664391697793,-0.651378152372226,-0.640308976150488,-0.685446426714787,-0.66243574833398,-0.628742628317521,-0.68592901174156
"os25_3","9.2","278","os25","osca",3,"se",2012,0.0740816326530612,23.3469387755102,22.7959183673469,NA,NA,1.22448979591837,14.3877551020408,17.9795918367347,15.7142857142857,3.63265306122449,0.918367346938776,7.85102040816327,0.795918367346939,0.653061224489796,NA,0.320853357835025,-0.437797400482951,-0.152201925309522,-0.452644450484429,0.772806392513964,0.754638065546357,1.54621618546367,-0.116293401489792,-0.191351646627035,-0.349329039672162,-0.285142018872655,-0.285660845615348,-0.301531398875994,-0.261994301741565,-0.310854278467872
"pool2_3","8","269","pool2","fgca",3,"nc",2012,0.11830985915493,49.9295774647887,17.2253521126761,NA,NA,1.90140845070423,7.30985915492958,15.9577464788732,1.71830985915493,3.35211267605634,2.6056338028169,9.94929577464789,0.76056338028169,0.0845070422535211,NA,0.933658738188992,0.385193449554279,-0.340565336230047,-0.421833830926354,0.173704926573252,0.594087198061432,-0.194016521895795,-0.150947544961104,0.0204685809034034,-0.189840328410066,0.0410815152044268,-0.141157198106735,-0.262172723556166,-0.129867595339399,-0.14350759543965
"pool3_2","1.9","250","pool3","fgca",2,"nc",2012,0.0594736842105263,38.1052631578947,27.4210526315789,NA,NA,1.68421052631579,5.84210526315789,8.21052631578947,1.68421052631579,14.4210526315789,0,6.86315789473684,0.842105263157895,0.315789473684211,NA,0.118452535791197,0.0191160786699901,0.00419260015647196,-0.431719808465638,0.0494683575743124,-0.0211047170588331,-0.198256367328514,1.21635874523344,-0.30664391697793,-0.26173936609053,-0.434896818465506,-0.251381143677699,-0.501737396777876,-0.39767490581927,-0.389640655866373
"pool3_3","1.9","269","pool3","fgca",3,"nc",2012,0.0727358490566038,33.1509433962264,34.6792452830189,NA,NA,0,8.61320754716981,7.83962264150943,0,15.0566037735849,0,10.038679245283,0.773584905660377,0,NA,0.302206817063909,-0.13426823654685,0.249621495970635,-0.50837831006719,0.284025555508364,-0.0505574674521633,-0.407667863483631,1.29486608899868,-0.30664391697793,-0.146799339964332,-0.279710325500225,-0.204202454411452,-0.114841736989874,0.0893176543543658,-0.136378870789272
"pool5_2","5.3","268","pool5","gpca",2,"nc",2012,0.0492857142857143,33,6,NA,NA,26.8571428571429,5.89285714285714,6.35714285714286,6.17857142857143,15.4642857142857,0.25,11.7392857142857,0.607142857142857,0.785714285714286,NA,-0.0227071551709869,-0.138941400690558,-0.720139964025675,0.714051010114693,0.0537641999763861,-0.168278347777388,0.360563819397922,1.34522557095078,-0.275258798937964,0.0208532524635158,-0.721046422199426,0.105828932195308,0.710557172627797,-0.137770371129308,-0.000748030209595492
"pool7_2","3.3","268","pool7","gpca",2,"nc",2012,0.00741935483870968,7.64516129032258,46.4516129032258,NA,NA,0.32258064516129,33.3225806451613,4.51612903225806,0,7.74193548387097,0,0,0.161290322580645,0,NA,-0.602787623101886,-0.923919916410685,0.647692933985249,-0.493695734155602,2.37552587652178,-0.314469729570124,-0.407667863483631,0.391311457444066,-0.30664391697793,-0.918342868631807,-0.880352850724471,-0.900358228088198,-0.886981068266186,-0.879694947538296,-0.937007663613963
"r3_2","4.1","261","r3","osca",2,"se",2012,0.136,56,0,NA,NA,0,0,35.6666666666667,4.33333333333333,2.66666666666667,1.33333333333333,21.2933333333333,0.933333333333333,0.266666666666667,NA,1.17876495985991,0.573131985706962,-0.923024269472271,-0.50837831006719,-0.445030834486618,2.15913480224038,0.131130465165473,-0.235618222008154,-0.139256620764779,0.829542603318284,0.741214123162367,0.738627036070083,0.660738624729946,0.664075473338519,0.761229260321123
"r7_2","3.3","261","r7","osca",2,"se",2012,0.119285714285714,23.9285714285714,23.5714285714286,NA,NA,3.57142857142857,17.5,21.0714285714286,3.21428571428571,5.71428571428571,1.42857142857143,10.8,0.928571428571429,0.357142857142857,NA,0.947179725166972,-0.419790220791443,-0.125978783789214,-0.345821219617471,1.03623926785806,1.00015489894152,-0.00800976256259196,0.140843183570903,-0.127300385320983,-0.0866450987461898,-0.0361649388823531,-0.0659591195604129,-0.121218936267417,-0.0500158513389974,-0.0756601943669879
"r8_1","2","243","r8","osca",1,"se",2012,0.0858333333333333,26.9166666666667,0,NA,NA,10.4166666666667,33.75,15.8333333333333,0.583333333333333,8.75,3.75,2.98333333333333,0.583333333333333,0.0833333333333333,NA,0.483679362284376,-0.327279651440626,-0.923024269472271,-0.0342534629221775,2.41170436289241,0.584207788459064,-0.335137319242405,0.515834036784417,0.164132853621556,-0.792928125553817,-0.740562594354916,-0.582232206318345,-0.615883669811449,-0.606680885968441,-0.699073717633703
"r8_2","2","261","r8","osca",2,"se",2012,0.0858333333333333,26.9166666666667,0,NA,NA,10.4166666666667,33.75,15.8333333333333,0.583333333333333,8.75,3.75,2.98333333333333,0.583333333333333,0.0833333333333333,NA,0.483679362284376,-0.327279651440626,-0.923024269472271,-0.0342534629221775,2.41170436289241,0.584207788459064,-0.335137319242405,0.515834036784417,0.164132853621556,-0.792928125553817,-0.740562594354916,-0.582232206318345,-0.615883669811449,-0.606680885968441,-0.699073717633703
"r9_1","5.5","243","r9","osca",1,"se",2012,0.0515384615384615,23.8461538461538,45,NA,NA,0,11.1538461538462,20.3846153846154,0.384615384615385,0,0,7.16923076923077,0.692307692307692,0.0769230769230769,NA,0.00850584490268372,-0.422341845444086,0.598608021377202,-0.50837831006719,0.49907538459021,0.945616379210432,-0.359845526621285,-0.565021951889829,-0.30664391697793,-0.357784664752856,-0.317281608284865,-0.424637469380049,-0.352369415369433,-0.2897554718384,-0.365229998843179
"r9_2","5.5","261","r9","osca",2,"se",2012,0.0515384615384615,23.8461538461538,45,NA,NA,0,11.1538461538462,20.3846153846154,0.384615384615385,0,0,7.16923076923077,0.692307692307692,0.0769230769230769,NA,0.00850584490268372,-0.422341845444086,0.598608021377202,-0.50837831006719,0.49907538459021,0.945616379210432,-0.359845526621285,-0.565021951889829,-0.30664391697793,-0.357784664752856,-0.317281608284865,-0.424637469380049,-0.352369415369433,-0.2897554718384,-0.365229998843179
"r9_3","5.5","278","r9","osca",3,"se",2012,0.091,16.08,46.52,NA,NA,4.82,8.72,17.38,6,0.48,0,14.466,0.72,0.46,NA,0.555266251071225,-0.662779735379516,0.650005378757006,-0.28899126079625,0.293064896510273,0.70702562617243,0.338360591568975,-0.505729280511127,-0.30664391697793,0.248410288550588,0.219161056647702,0.214355352193366,0.128894819397836,0.225267418015334,0.21671941880518
"sanctuary_1","6.7","229","sanctuary","nvca",1,"nw",2012,0.0419354838709677,20.8387096774194,47.2258064516129,NA,NA,25.6774193548387,0,5.48387096774194,0.774193548387097,0,0,27.9290322580645,0.354838709677419,0.0967741935483871,NA,-0.124548470124183,-0.515451452123748,0.673871554042875,0.660354732495173,-0.445030834486618,-0.237623195961927,-0.311406127347811,-0.565021951889829,-0.30664391697793,1.25224777812036,1.13533245886234,1.30517869445299,1.32512600270245,1.13068132402154,1.2904554154602
"sanctuary_2","6.7","247","sanctuary","nvca",2,"nw",2012,0.0451612903225806,12.1290322580645,43.9677419354839,NA,NA,34.4193548387097,0,6.61290322580645,1.90322580645161,0.967741935483871,0,22.2032258064516,0.32258064516129,0.258064516129032,NA,-0.0798532221823413,-0.785100560577227,0.563703194633701,1.05825253969919,-0.445030834486618,-0.147968906752365,-0.171024428816407,-0.445480275723092,-0.30664391697793,0.755273227451386,0.768844220755646,0.780578622424766,0.856469356400199,0.807628028292991,0.833797184303281
"sanctuary_3","6.7","264","sanctuary","nvca",3,"nw",2012,0.0367164179104478,24.0149253731343,48.5671641791045,NA,NA,19.9701492537313,0,5.14925373134328,1.40298507462687,0.895522388059702,0,26.8059701492537,0.402985074626866,0.194029850746269,NA,-0.196861378734565,-0.417116727498674,0.7192282925258,0.400582710322102,-0.445030834486618,-0.264194509821478,-0.23322339886934,-0.45440129633255,-0.30664391697793,1.1511481707211,1.14366590873214,1.21750640997486,1.11148862753379,1.10012004847268,1.20088627608693
"ts4a_1","1.3","237","ts4a","tsca",1,"ne",2012,0.113076923076923,30.4358974358974,43.2820512820513,NA,NA,3.05128205128205,0.487179487179487,15.4615384615385,0.256410256410256,5.84615384615385,1.17948717948718,9.63076923076923,0.794871794871795,0.0512820512820513,NA,0.861153651793197,-0.218325278772778,0.540517215971552,-0.369496200995789,-0.403794011124642,0.554684269777966,-0.3757863055754,0.157132379004612,-0.158570539558604,-0.144528826320647,-0.115905434773478,-0.0252669558966647,-0.181748675083235,-0.331757635156839,-0.168911487333897
"ts4a_2","1.32","256","ts4a","tsca",2,"ne",2012,0.113076923076923,30.4358974358974,43.2820512820513,NA,NA,3.05128205128205,0.487179487179487,15.4615384615385,0.256410256410256,5.84615384615385,1.17948717948718,9.63076923076923,0.794871794871795,0.0512820512820513,NA,0.861153651793197,-0.218325278772778,0.540517215971552,-0.369496200995789,-0.403794011124642,0.554684269777966,-0.3757863055754,0.157132379004612,-0.158570539558604,-0.144528826320647,-0.115905434773478,-0.0252669558966647,-0.181748675083235,-0.331757635156839,-0.168911487333897
